description,product_url,source,product_name,image_url,category,price,colors,brand,material,timestamp,id
Graphic Printed Drop Shoulder Sleeves Cotton Oversized T-Shirt,https://www.myntra.com/tshirts/nobero/nobero-graphic-printed-drop-shoulder-sleeves-cotton-oversized-t-shirt/28699068/buy,myntra.com,NOBERO Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28699068/2024/4/4/fe6eb8ef-81b4-43b1-9b8c-37a52c2bc8b51712253046062NOBEROMenTypographyPrintedPocketsT-shirt1.jpg",Tshirts,₹599,[],NOBERO,Cotton,1739499604.667997,pdBtLSAnkqWVqjqtTngt
Plus Size Men Mid-Rise Stretchable Cotton Jeans,https://www.myntra.com/jeans/bigbanana/bigbanana-plus-size-men-mid-rise-stretchable-cotton-jeans/22852996/buy,myntra.com,bigbanana Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22852996/2024/2/12/2661a84a-8f33-4112-90e8-d3ad46b721701707737812778bigbananaPlusSizeMenMid-RiseStretchableCottonJeans1.jpg",Jeans,₹1319,[],bigbanana,,1739501282.017926,poUsgA9S0ku43f4Vw7cm
Women Crop Denim Jacket with Embroidered,https://www.myntra.com/jackets/stylecast/stylecast-women-crop-denim-jacket-with-embroidered/30730528/buy,myntra.com,StyleCast Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/27/roNvi2p6_1f282ae536104489b36a4049cab6435f.jpg",Jackets,₹1752,[],StyleCast,Unlined,1739500491.929843,pqq85aDPeysxLcS0i6M6
Spread Collar Longline Tailored Jacket,https://www.myntra.com/jackets/marks+%26+spencer/marks--spencer-spread-collar-longline-tailored-jacket--/27623240/buy,myntra.com,Marks & Spencer Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27623240/2024/2/15/0d54ec9e-8f24-4e73-87fc-be74cd37dba21707996710127MarksSpencerMenGeometricLonglineTailoredJacketwithPatchwork1.jpg",Jackets,₹3499,[],Marks & Spencer,Polyester,1739500590.785632,q8MgtBybwU20mY0XPOK5
Printed Drop-Shoulder Sleeves Oversized Fit Pure Cotton T-shirt,https://www.myntra.com/tshirts/kook+n+keech/kook-n-keech-printed-drop-shoulder-sleeves-oversized-fit-pure-cotton-t-shirt/30379822/buy,myntra.com,Kook N Keech Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30379822/2024/11/28/2613f8b8-d330-478f-9228-da0bc44568301732778275009-Kook-N-Keech-Men-Tshirts-2391732778274521-1.jpg",Tshirts,₹ 1199,[],Kook N Keech,Pure Cotton,1739499788.642192,qC9RECOTQkElyGAn9T9G
Polo Collar T-shirt,https://www.myntra.com/tshirts/arrow/arrow-polo-collar-t-shirt/31915842/buy,myntra.com,Arrow Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31915842/2025/1/21/3b80790b-1a6a-4eaa-9a42-c24b91e80d751737458920876-Arrow-Men-Tshirts-2821737458920465-1.jpg",Tshirts,₹909,[],Arrow,Cotton,1739499830.06312,qCtFenPFfBflFlJCjpd2
Men Smart Slim Fit Cotton Chinos Trouser,https://www.myntra.com/trousers/thomas+scott/thomas-scott-men-smart-slim-fit-cotton-chinos-trouser/27042596/buy,myntra.com,Thomas Scott Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27042596/2024/1/18/1c12a8c2-897a-4ab3-a6db-d3a74e2da4651705560859019ThomasScottMenGreySmartSlimFitEasyWashTrousers1.jpg",Trousers,₹879,[],Thomas Scott,,1739500923.022799,qTaorUaEZlYW3LZjesmZ
Women Slim Fit Bootcut Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-slim-fit-bootcut-trousers/24958612/buy,myntra.com,SASSAFRAS Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24958612/2023/11/21/956b983f-c752-4438-8136-9820ab71dbc31700560003364-SASSAFRAS-Women-Slim-Fit-Bootcut-Trousers-7961700560003023-1.jpg",Trousers,₹791,[],SASSAFRAS,,1739500901.045481,qVw2mBbx1SSvVrGzm2O3
Women Graphic Printed Embossed Oversized T-shirt,https://www.myntra.com/tshirts/dillinger/dillinger-women-graphic-printed-embossed-oversized-t-shirt/28119814/buy,myntra.com,DILLINGER Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28119814/2024/3/13/faeb166e-a4da-4c17-b95f-8558816a44161710332245000-DILLINGER-Women-Tshirts-3201710332244497-1.jpg",Tshirts,₹503,[],DILLINGER,Cotton,1739499762.15538,quUwwmfvZ93hWn2LbMNb
Men Denim Jacket,https://www.myntra.com/jackets/rare+rabbit/rare-rabbit-men-denim-jacket/31721911/buy,myntra.com,RARE RABBIT Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/22/R8h6700r_25d2cc01fae04d69b6b4175a30a9f07c.jpg",Jackets,₹3037,[],RARE RABBIT,Cotton,1739500739.505188,qv8XgrUR4aXI7VcFMkRv
Men Blue Carrot Fit Stretchable Jeans,https://www.myntra.com/jeans/roadster/roadster-men-blue-carrot-fit-stretchable-jeans/14637944/buy,myntra.com,Roadster Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14637944/2021/11/3/566b7abe-42d4-4511-9cc1-206e7aa852471635934013971-Roadster-Men-Jeans-3291635934013292-1.jpg",Jeans,₹919,[],Roadster,,1739501338.391828,rLXvHqPxXaK4wnVHuApG
Polo Collar T-shirt,https://www.myntra.com/tshirts/allen+solly/allen-solly-polo-collar-t-shirt/25441698/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25441698/2024/8/23/5bbe2783-951b-46bb-ab0e-7114585d234f1724389904182-Allen-Solly-Men-Tshirts-7191724389903732-1.jpg",Tshirts,₹ 1099,[],Allen Solly,Cotton,1739500050.33687,rTUqNJCfb4XXDYKia3mG
Men Tapered Fit Low-Rise Heavy Fade Clean Look Stretchable Jeans,https://www.myntra.com/jeans/pepe+jeans/pepe-jeans-men-tapered-fit-low-rise-heavy-fade-clean-look-stretchable-jeans/25561788/buy,myntra.com,Pepe Jeans Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25561788/2023/10/19/51a0ab1a-991a-4718-84b4-1af6e37cc0b01697727674260PepeJeansMenBlueSlimFitLow-RiseLowDistressHeavyFadeStretchab1.jpg",Jeans,₹1699,[],Pepe Jeans,,1739501159.071505,rmaXWlkDWm2z0bu5Gt8X
Boys Navy Blue Solid Slim Fit Stretchable Jeans,https://www.myntra.com/jeans/urbano+juniors/urbano-juniors-boys-navy-blue-solid-slim-fit-stretchable-jeans/20634622/buy,myntra.com,Urbano Juniors Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20634622/2022/11/29/333a619d-3327-4307-8544-d9fac80dd99f1669710856251-Urbano-Juniors-Boys-Dark-Blue-Slim-Fit-Washed-Denim-Jeans-St-1.jpg",Jeans,₹699,[],Urbano Juniors,,1739501121.180069,rqFJ3nivZWb9Xp4HyfWg
Men Mid-Rise Slim Fit Formal Trousers,https://www.myntra.com/trousers/peter+england/peter-england-men-mid-rise-slim-fit-formal-trousers/23382538/buy,myntra.com,Peter England Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23382538/2023/5/25/26635a56-3b36-4573-963f-9ef2ce92f96a1684995148631PeterEnglandMenNavyBlueSlimFitTrousers1.jpg",Trousers,₹989,[],Peter England,,1739500825.350661,rqzAqyRThdFRE1A8dMGh
Women Wide Leg Jeans,https://www.myntra.com/jeans/glitchez/glitchez-women-wide-leg-jeans/31362851/buy,myntra.com,glitchez Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31362851/2024/12/31/4c30ae81-94c2-44d8-920e-13da7325508e1735623001525-glitchez-Women-Jeans-8991735623000910-1.jpg",Jeans,₹725,[],glitchez,,1739501272.783183,rtRlbb8c3q6Xoep9pT8m
Long Sleeves Solid Oversized Casual Shirt,https://www.myntra.com/shirts/high+star/high-star-long-sleeves-solid-oversized-casual-shirt/24393406/buy,myntra.com,High Star Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24393406/2023/8/8/123f2cb6-69c8-4a21-95e6-7391d678eed11691438766846HighStarWomenWhiteClassicOpaqueCasualShirt1.jpg",Shirts,₹988,[],High Star,,1739499464.319321,s0Dpz97fPVrFX7bMcRrf
Wide Ultra High Jeans,https://www.myntra.com/jeans/h%26m/hm-wide-ultra-high-jeans/31479510/buy,myntra.com,H&M Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/4/kKdnUAqw_8bb68e46259c40f1a64e8cb1c4a78cd7.jpg",Jeans,₹1499,[],H&M,,1739501210.213289,s2hDQHS7Fa8IwbI2bK9j
Men Traveller Slim Fit Mid Rise Trouser,https://www.myntra.com/trousers/rare+rabbit/rare-rabbit-men-traveller-slim-fit-mid-rise-trouser/24149156/buy,myntra.com,RARE RABBIT Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24149156/2024/3/28/b8fd35e2-8391-4071-8936-2594a9c49f451711623636779-RARE-RABBIT-Men-Slim-Fit-Mid-Rise-Trousers-3001711623636690-11.jpg",Trousers,₹3009,[],RARE RABBIT,,1739500913.686553,s60jVq8lG4zpkoSSxHYd
The Lifestyle Co. Plus Size Embroidered Pure Cotton Oversized T-shirt,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-plus-size-embroidered-pure-cotton-oversized-t-shirt/30063720/buy,myntra.com,Roadster Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30063720/2025/1/13/5dbd0f52-c771-44bd-b0f0-9d6b4e7f3d241736772763017-The-Roadster-Lifestyle-Co-Plus-Size-Embroidered-Pure-Cotton--1.jpg",Tshirts,₹493,[],Roadster,Pure Cotton,1739499581.142205,s6f0VVflULO38iYzL5ao
Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,https://www.myntra.com/tshirts/kook+n+keech/kook-n-keech-printed-drop-shoulder-sleeves-pure-cotton-oversized-t-shirt/23588678/buy,myntra.com,Kook N Keech Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23588678/2024/5/2/16a6b90e-ebe5-43bf-a1af-96480dc68aa81714649197559KookNKeechPrintedDrop-ShoulderSleevesPureCottonOversizedT-sh1.jpg",Tshirts,₹409,[],Kook N Keech,Pure Cotton,1739499541.261624,s7UP5xCI2MPBBq8KhB2P
Buffalo Checked Oversized Pure Cotton Casual Shirt,https://www.myntra.com/shirts/mr+bowerbird/mr-bowerbird-buffalo-checked-oversized-pure-cotton-casual-shirt/30196008/buy,myntra.com,Mr Bowerbird Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30196008/2024/11/28/7432a183-374d-4dab-b377-22b61f56bd181732785726490-Mr-Bowerbird-Men-Shirts-5571732785725954-6.jpg",Shirts,₹1301,[],Mr Bowerbird,,1739499377.714226,s8ht841zPjWgwUCCNSOi
Puffer Jacket with Detachable Hood,https://www.myntra.com/jackets/allen+solly/allen-solly-puffer-jacket-with-detachable-hood-/24094210/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24094210/2024/1/10/72fe98cc-0c50-4dd8-b1c7-a70feece50bc1704881664033-Allen-Solly-Puffer-Jacket-with-Detachable-Hood-4531704881663-1.jpg",Jackets,₹4199,[],Allen Solly,Polyester,1739500736.637578,sHI89SLWNWdDzGBLoGoR
Men Standard Pure Cotton Casual Shirt,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-standard-pure-cotton-casual-shirt/31583585/buy,myntra.com,Mast & Harbour Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31583585/2024/11/20/c215c648-0eba-4d09-8f32-8e35327b7ae01732096616087-Mast--Harbour-Men-Shirts-7811732096615624-1.jpg",Shirts,₹699,[],Mast & Harbour,,1739499290.23267,sWQ8UEV0niF0OmStZhvh
Men Relaxed Trousers,https://www.myntra.com/trousers/banana+club/banana-club-men-relaxed-trousers/30911966/buy,myntra.com,Banana Club Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/10/GHdG1RXb_96881d7ebc9c47ee81e5c2cc3d1e86c6.jpg",Trousers,₹2249,[],Banana Club,,1739500812.475915,seiBf5IvU2PwdqyHUVIx
Oversized Crepe Casual Shirt,https://www.myntra.com/shirts/dl+woman/dl-woman-oversized-crepe-casual-shirt/26171658/buy,myntra.com,DL Woman Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26171658/2024/1/5/8d6f0dc9-8d98-448e-a9f7-2b7fa98fd2cb1704448975229-DL-Woman-Oversized-Spread-Collar-Cotton-Casual-Shirt-3641704-1.jpg",Shirts,₹999,[],DL Woman,,1739499403.358932,shq3AXEg3EXJhy8I2tCQ
Solid Polo Collar T-shirt with Contrast Collar & Striped Detail,https://www.myntra.com/tshirts/allen+solly/allen-solly-solid-polo-collar-t-shirt-with-contrast-collar--striped-detail/31355875/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31355875/2025/1/2/88932863-9e56-411e-95cd-43796576bdd51735809281153-Allen-Solly-Men-Tshirts-6311735809280650-1.jpg",Tshirts,₹979,[],Allen Solly,Cotton,1739499839.18898,slN5ENzSa4KSVuDCxIKp
Men Melfi Brown Slim Fit Tartan Check Cotton Shirt,https://www.myntra.com/shirts/rare+rabbit/rare-rabbit-men-melfi-brown-slim-fit-tartan-check-cotton-shirt/24149588/buy,myntra.com,RARE RABBIT Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24149588/2023/7/23/3c7e24e6-2a40-4d08-9b7c-d58385e9b7d61690067494960Shirts1.jpg",Shirts,₹2199,[],RARE RABBIT,,1739499267.655444,soOzsdHxMxYKTaf51hVT
Women White Twill Parallel Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-white-twill-parallel-trousers/12288052/buy,myntra.com,SASSAFRAS Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12288052/2020/8/24/3762e8bb-73a5-4319-8d29-95315c7697591598268731486-SASSAFRAS-Women-White-Regular-Fit-Solid-Parallel-Trousers-88-1.jpg",Trousers,₹713,[],SASSAFRAS,,1739500861.683883,srWObZWEDYLIERMQL3QH
Typography Printed Raglan Sleeves Cotton Oversized T-shirt,https://www.myntra.com/tshirts/maniac/maniac-typography-printed-raglan-sleeves-cotton-oversized-t-shirt/27320424/buy,myntra.com,Maniac Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27320424/2024/2/1/a9d9d9cb-1424-4ba7-87c1-25e10b904c3a1706791637058ManiacMenTypographyT-shirt1.jpg",Tshirts,₹547,[],Maniac,Cotton,1739499537.836974,su7a3HRqkXhB71eEnQIZ
Girls Relaxed Loose Fit Cargos,https://www.myntra.com/trousers/baesd/baesd-girls-relaxed-loose-fit-cargos--/32094641/buy,myntra.com,BAESD Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/27/fO9uFvyL_c6f12dc1ccf64497857cc2fd7d64ea7c.jpg",Trousers,₹499,[],BAESD,,1739500917.007054,t4eATfF4dSlFiFxcndRH
x Official Tom & Jerry Merchandise Friends & Feelings Print Oversized T-shirt,https://www.myntra.com/tshirts/bewakoof/bewakoof-x-official-tom--jerry-merchandise-friends--feelings-print-oversized-t-shirt/23503392/buy,myntra.com,Bewakoof Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23503392/2025/1/23/e8640adf-cb57-4244-9fcf-75c10792a15b1737641039662-Bewakoof-x-Official-Tom--Jerry-Merchandise-Friends--Feelings-1.jpg",Tshirts,₹599,[],Bewakoof,Pure Cotton,1739499664.618718,t8gSxgvA6j5UoW3YysNN
Unisex Anime Printed Oversized T-shirt,https://www.myntra.com/tshirts/crazymonk/crazymonk-unisex-anime-printed-oversized-t-shirt/24357700/buy,myntra.com,Crazymonk Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24357700/2023/8/5/07a5b0c0-58d1-4939-aeb5-5b8bd3cf39961691231422609CrazymonkUnisexLavenderPrintedPocketsT-shirt1.jpg",Tshirts,₹704,[],Crazymonk,Cotton,1739499722.438783,tZ5hKVGoAvknZjUsE5d1
Boys Mid-Rise Stretchable Jeans,https://www.myntra.com/jeans/cot%27n+soft/cotn-soft-boys-mid-rise-stretchable-jeans/25840698/buy,myntra.com,Cot'N Soft Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25840698/2023/11/10/0a96772c-85df-4b62-bc08-7716d2d29a051699599838588CotNSoftBoysBlackStretchableJeans1.jpg",Jeans,₹557,[],Cot'N Soft,,1739501075.248546,tZX86jcxjryrBl1jh5lp
Women Spread Collar Chevron Striped Cotton Casual Shirt,https://www.myntra.com/shirts/code+by+lifestyle/code-by-lifestyle-women-spread-collar-chevron-striped-cotton-casual-shirt/32487437/buy,myntra.com,CODE by Lifestyle Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/25/n2AyyyMM_2e3cfd77e9864e97890c2c084cfc9e8a.jpg",Shirts,₹ 1299,[],CODE by Lifestyle,,1739499444.745013,tgIWrcLksGyd9ymwTxiL
Men Navy Solid Bomber,https://www.myntra.com/jackets/roadster/roadster-men-navy-solid-bomber/5388190/buy,myntra.com,Roadster Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5388190/2018/10/10/b41b573c-aef3-49b7-9c66-d9c3e405731f1539159453468-Roadster-Men-Navy-Solid-Bomber-5071539159452506-1.jpg",Jackets,₹1598,[],Roadster,Polyester,1739500464.635728,tnDfw9cHTB4XDti8M0LG
Men Pima Long Sleeve Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-men-pima-long-sleeve-crew-neck-tshirt/30564831/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/BNT13TUH_3b632527b7684e33814aadedca1bc9a7.jpg",Tshirts,₹ 1999,[],Creatures of Habit,Organic Cotton,1739500016.139935,tp5gX8FB60TFpXpShshF
Tartan Checks Spread Collar Long Sleeves Slim Fit Cotton Casual Shirt,https://www.myntra.com/shirts/here%26now/herenow-tartan-checks-spread-collar-long-sleeves-slim-fit-cotton-casual-shirt/29265888/buy,myntra.com,HERE&NOW Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29265888/2024/4/30/fe4c28bd-d5fb-467d-9d5e-26e3be3f7b671714470947075Shirts1.jpg",Shirts,₹659,[],HERE&NOW,,1739499344.243748,u3OsmNzMtKvHUYE6qHPV
Star Wars Print Pure Cotton Oversized T-shirt,https://www.myntra.com/tshirts/yk+marvel/yk-marvel-star-wars-print-pure-cotton-oversized-t-shirt/24037602/buy,myntra.com,YK Marvel Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24037602/2023/8/19/617844af-810a-4d7d-ae45-8f36855d8eb51692427010071-YK-Marvel-Star-Wars-Print-Pure-Cotton-Oversized-T-shirt-5631-1.jpg",Tshirts,₹388,[],YK Marvel,Pure Cotton,1739499691.90202,uAkd0YuklB59vARiNVoh
Athleisure Basic Workout Dry Fit Crew Neck Activewear Tshirt,https://www.myntra.com/tshirts/enamor/enamor-athleisure-basic-workout-dry-fit-crew-neck-activewear-tshirt/30464801/buy,myntra.com,Enamor Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/2/6P1vGKHp_014f5d10ff8c48809171fb98a0ffaff9.jpg",Tshirts,₹356,[],Enamor,Cotton,1739500096.428126,uCR4jXPQWIaj3PnD1avE
Men Bootcut Highly Distressed Light Fade Stretchable Jeans,https://www.myntra.com/jeans/jack+%26+jones/jack--jones-men-bootcut-highly-distressed-light-fade-stretchable-jeans/32680015/buy,myntra.com,Jack & Jones Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/XZuwYMmI_15a558d5cf984683873fe375176e4f59.jpg",Jeans,₹ 5999,[],Jack & Jones,,1739501256.884363,uCfBIcjCAsGsCznYWxy5
Round Neck Short Sleeves Oversized Cotton T-shirt,https://www.myntra.com/tshirts/nobero/nobero-round-neck-short-sleeves-oversized-cotton-t-shirt/26710896/buy,myntra.com,NOBERO Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26710896/2024/5/21/3fe5ff91-229e-425d-9cc5-042d08549c781716265950068-NOBERO-Round-Neck-Short-Sleeves-Oversized-Cotton-T-shirt-721-7.jpg",Tshirts,₹ 599,[],NOBERO,Cotton,1739499573.650422,uEeGJRYEBkCLqFNoajgp
Women Plus Size Skinny Fit High-Rise Stretchable Jeans,https://www.myntra.com/jeans/sztori/sztori-women-plus-size-skinny-fit-high-rise-stretchable-jeans/20315876/buy,myntra.com,Sztori Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20315876/2022/12/9/a88544a2-b785-4f50-a88f-70bf22de9a161670567739919-Sztori-Women-Jeans-9901670567739293-1.jpg",Jeans,₹1065,[],Sztori,,1739501301.281417,uGvUqgfiGTl9K9CTVmA4
Graphic Printed Drop-Shoulder Sleeves Oversized Pure Cotton Casual T-Shirt,https://www.myntra.com/tshirts/stormborn/stormborn-graphic-printed-drop-shoulder-sleeves-oversized-pure-cotton-casual-t-shirt/25072098/buy,myntra.com,Stormborn Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25072098/2023/9/20/af9d5b00-7323-4297-b759-d6eaeffdab9c1695178219080StormbornMenGreenPrintedHenleyNeckExtendedSleevesPocketsT-sh1.jpg",Tshirts,₹449,[],Stormborn,Pure Cotton,1739499683.176342,uHhsF1VRsP9NXcK09eBf
Men Typography Printed Polo Collar Cotton T-shirt,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-men-typography-printed-polo-collar-cotton-t-shirt/31748505/buy,myntra.com,Tommy Hilfiger Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/26/v4FJ2tjS_d6c8bd1fed5f41f7beacd1472db5dcfe.jpg",Tshirts,₹ 4599,[],Tommy Hilfiger,Cotton,1739499950.40462,uNQtNkIhFdSPyNCNOjTd
Men Open Front Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-men-open-front-jacket/30934115/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/18/44VvfZEe_10d6925649784f228da06d110ceb065c.jpg",Jackets,₹1609,[],StyleCast x Revolte,Polyester,1739500545.075037,uSzOQaOi5V1RsqTbxUqa
Men Printed T-shirt,https://www.myntra.com/tshirts/nobero/nobero-men-printed-t-shirt/31715532/buy,myntra.com,NOBERO Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31715532/2024/12/17/291f9d9e-05c8-4722-9ee1-23e71157669e1734440288852-NOBERO-Men-Printed-T-shirt-4651734440288466-1.jpg",Tshirts,₹599,[],NOBERO,Cotton,1739499778.402718,uVQwbYYIZB2Qn82Z2sUA
Men White Slim Fit Casual Shirt,https://www.myntra.com/shirts/highlander/highlander-men-white-slim-fit-casual-shirt/6552792/buy,myntra.com,HIGHLANDER Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6552792/2024/12/10/16997dd8-ef6a-4849-be3c-87f3797fd9b71733832781200-HIGHLANDER-Men-White-Slim-Fit-Casual-Shirt-7601733832780720-1.jpg",Shirts,₹337,[],HIGHLANDER,,1739499477.505905,ufmdsHFqAQv6fqNpvmqB
Boys Light Fade Stretchable Jeans,https://www.myntra.com/jeans/v-mart/v-mart-boys-light-fade-stretchable-jeans/32437191/buy,myntra.com,V-Mart Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/23/ObsChmI5_bc9b72176bc341bc8f2e9fed8127f89f.jpg",Jeans,₹ 599,[],V-Mart,,1739501201.711516,upHPfeNfKygMLCsBwv7C
Men Polo Collar T-shirt,https://www.myntra.com/tshirts/allen+solly/allen-solly-men-polo-collar-t-shirt/30880742/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30880742/2024/9/27/cf85c3d9-5781-4327-9765-42edd2304ce01727432671929-Allen-Solly-Men-Tshirts-7671727432671433-1.jpg",Tshirts,₹815,[],Allen Solly,Cotton,1739500022.386364,ur5eOsbY6W9OcZVC4Q0i
Men Vintage Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-men-vintage-crew-neck-tshirt/30564826/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/HsEaIfg0_5e5fb6d7b91b44d4b1441bb5f8d8689f.jpg",Tshirts,₹ 1599,[],Creatures of Habit,Organic Cotton,1739500009.621805,utvlMsRYKrgsOMtY4V65
Women Flared High-Rise Stretchable Jeans,https://www.myntra.com/jeans/harvard/harvard-women-flared-high-rise-stretchable-jeans/29554950/buy,myntra.com,Harvard Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29554950/2024/9/12/9cb47c98-8af7-4c11-9ff8-22ce5bdd0a251726141353031-Harvard-Women-Jeans-1391726141352430-1.jpg",Jeans,₹898,[],Harvard,,1739501263.410632,uu498rXoACHrTOyghez9
Men Lightweight Puffer Jacket,https://www.myntra.com/jackets/roadster/roadster-men-lightweight-puffer-jacket/26074150/buy,myntra.com,Roadster Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26074150/2023/12/5/c0e12f21-54dd-49f3-a083-25796321b2fb1701769630791-Roadster-Men-Jackets-2151701769630437-1.jpg",Jackets,₹927,[],Roadster,Polyester,1739500611.83578,uykmTs8jxM0vLW24GEkK
Colourblocked Raglan Sleeves Pure Cotton T-Shirt,https://www.myntra.com/tshirts/maniac/maniac-colourblocked-raglan-sleeves-pure-cotton-t-shirt/24426576/buy,myntra.com,Maniac Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24426576/2023/8/10/d19e726d-b2b9-442d-bdf6-a82a7778f0bf1691607589917ManiacMenWhiteTypographyDrop-ShoulderSleevesT-shirt1.jpg",Tshirts,₹547,[],Maniac,Pure Cotton,1739499594.699014,v0mJl47i3KBPRAeFVHt6
Women Black Relaxed Straight Fit High-Rise Easy Wash Trousers,https://www.myntra.com/trousers/kotty+bizwear/kotty-bizwear-women-black-relaxed-straight-fit-high-rise-easy-wash-trousers/19460432/buy,myntra.com,KOTTY BIZwear Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19460432/2023/6/1/42b24181-12d0-43a6-b326-1cc75b89cd7c1685623336196-Kotty-Women-Black-Relaxed-Straight-Fit-High-Rise-Easy-Wash-T-1.jpg",Trousers,₹379,[],KOTTY BIZwear,,1739500881.182472,vEizrpX7FxK8W9ICgEV9
